avg_speed_knots,speed_variance,max_speed_knots,min_speed_knots,course_changes,loitering,num_ais_gaps,max_gap_duration_min,total_gap_minutes,heading_alignment,is_suspicious
14.35928598332891,19.6398788362281,21.148553856905203,11.423174140674291,4,1,1,120.16725176148132,109.64321694946246,0.008233797718320978,1
17.98931168960506,1.0616955533913808,18.53478659122636,17.439098160044757,0,0,1,0.46124850082831514,0.46124850082831514,0.7148647961550335,0
2.6066536217770007,24.475110376829182,6.468824345219435,0.5,7,1,1,36.96756190799966,32.61512891296563,0.06820964947491662,1
14.335511984293332,24.312640661491187,22.802690769225023,10.507829369253107,3,0,3,132.48952782381872,350.9643606773736,0.33327796469446574,1
7.0837878984521305,8.644721755761246,15.12667918099335,2.5328526515046628,4,0,1,175.4376941646838,163.6026404758292,0.37579957662567565,1
15.174799745733022,4.609371175115584,15.44027725188878,14.586851158475586,0,0,1,14.946402202747617,14.946402202747617,0.7238152794334478,0
19.583063687169656,3.0351712384334233,20.411061233237284,18.69424317005741,0,1,0,0.0,0.0,0.8633468615779945,0
2.071787522606831,21.309228569096682,9.726646273387768,0.5,8,1,3,127.66155382529166,373.21391951377586,0.34001543111591975,1
3.240331514375347,12.416365043965328,10.591061535684204,0.5,7,1,3,100.83223877429239,222.6007614322481,0.28529791488919803,1
14.735326370833954,3.854835899772805,16.216713159927128,13.167127882687971,1,1,0,0.0,0.0,0.5210315214012378,0
13.704442678185341,2.8163778598819182,15.790990937463723,13.286448314967714,1,0,0,0.0,0.0,0.5372788992949735,0
5.7667688878789845,8.224425745080088,15.204350106619568,0.5,7,0,2,162.49203883783025,259.11094462298985,0.04883518188026934,1
13.788769740094802,10.442644987692706,20.9702907044257,11.785647478122907,5,1,2,106.61209538663486,175.95757055116596,0.0888431241882921,1
6.388997228247163,23.858194078250385,10.974620684413205,1.2762534977869668,7,1,1,68.0873120901517,52.70385672453011,0.27852170913591534,1
9.7770431594408,4.98870242524471,10.577386202266654,6.84719829194284,1,1,1,18.165317719333075,18.165317719333075,0.5437371344001835,0
8.36288588360832,24.713009082212015,12.299328055700322,2.3300725991730484,8,1,3,150.47096345698438,379.678953881241,0.3933692563579372,1
12.613614351851991,20.966902499691024,15.819354703575428,7.564421691407679,7,0,3,63.036157134832244,172.72125028896053,0.3238004184558862,1
3.25029516418847,23.81046528979208,8.430871332888648,0.5,8,0,1,47.02102818608836,45.95873313683355,0.3509357413523924,1
10.579792598444328,21.344444004024318,17.021399091240028,5.401889128308289,4,1,1,165.06270857449957,146.89432840414622,0.13561191641948028,1
11.437423825313111,22.942205199051543,20.53411521943405,4.7581705501673675,7,1,2,130.34823820713427,227.90242032280497,0.14891310662469723,1
19.683966041063808,1.4196048736873284,20.600057622096987,18.22712478030513,1,0,1,14.243584426950717,14.243584426950717,0.5423494524980801,0
11.704388266534314,17.992657980944294,20.498175550487737,5.758710912732254,6,1,3,125.4498927278843,291.72314217740825,0.23594833902421755,1
13.84090583551346,4.53049393859277,15.144088932044745,12.790670612429434,1,0,0,0.0,0.0,0.5171457926788268,0
11.36926834929027,0.1215798321572692,13.305685237011772,10.837936311069123,2,0,0,0.0,0.0,0.9300964133597553,0
19.43686216428744,1.6537515233525686,21.09515706479391,17.719984756774924,2,0,0,0.0,0.0,0.6310586371611552,0
11.803064061875332,0.8474637334304624,13.473467849250383,8.994599739392989,2,0,1,4.178374352307204,4.178374352307204,0.8026861100944304,0
5.304127437906604,10.905811768378776,9.884533551815409,0.5,3,0,3,74.03877663967401,209.41312977348736,0.3240453578716723,1
18.958886630677654,2.556711994304689,20.463435514739253,16.56400109377733,1,0,1,1.0153706207879387,1.0153706207879387,0.9319702893703959,0
9.525243641598262,13.76948246036174,16.901452723959856,5.55632763674987,4,0,2,118.62498908535161,168.24583980916438,0.014939275499685767,1
12.322287696935154,0.6353025632594239,13.889017477099568,10.01230703763932,0,0,1,16.840461500239627,16.840461500239627,0.5166280203969238,0
11.09365873997352,7.767061848356027,14.155622117917279,3.276437537288566,8,1,3,95.02811063711131,263.19350227581754,0.10034421093866448,1
3.0513485660235697,13.566289498802156,10.5593477721465,0.7021869929729081,9,1,2,44.080993512193764,66.5499398163241,0.3738455989358839,1
